,count,mean,std,min,1%,5%,50%,95%,99%,max
Band_151,215604.0,0.21930713575259994,0.08431508911788121,0.008899999782443,0.0362000018358231,0.0847999975085259,0.225099995732307,0.34768500179052103,0.39329699724912676,0.644599974155426
Band_152,215604.0,0.21687491837784093,0.0836830010591328,0.0086000002920627,0.03740299984812738,0.0838000029325485,0.222299993038178,0.344799995422363,0.390300005674362,0.641200006008148
Band_153,215604.0,0.21446702010882743,0.08310993646509272,0.0071000000461936,0.0384999997913837,0.0825999975204468,0.219500005245209,0.342000007629395,0.387600004673004,0.64190000295639
Band_154,215604.0,0.21224387766541813,0.08261461891125048,0.0086000002920627,0.0392999984323978,0.0816000029444695,0.216600000858307,0.339700013399124,0.384999990463257,0.640200018882752
Band_155,215604.0,0.2113308737180526,0.0827917794019056,0.0062000001780688,0.0399000011384487,0.08101500049233454,0.215200006961823,0.33950001001358,0.3847969874739648,0.639699995517731
Band_156,215604.0,0.21059179514205947,0.08316980015895593,0.0054000001400709,0.0399999991059303,0.0802000015974045,0.213899999856949,0.340000003576279,0.3856969878077508,0.641099989414215
Band_157,215604.0,0.20816584524903098,0.08292202583305332,0.0089999996125698,0.0403999984264374,0.0790000036358833,0.210800006985664,0.337900012731552,0.383300006389618,0.64300000667572
Band_158,215604.0,0.08410474251358993,0.07509513623056734,-0.0912000015377998,-0.0137000000104308,-0.0040000001899898,0.0680999979376793,0.215200006961823,0.26010000705719,0.516200006008148
Band_159,215604.0,0.09473429114975397,0.06858262312119412,-0.0264999996870756,0.0052000000141561,0.0136000001803041,0.0797000005841255,0.215200006961823,0.257299989461899,0.516799986362457
Band_160,215604.0,0.08897392491646787,0.06524415991337869,-0.0315999984741211,0.002600000007078,0.0102000003680587,0.0759000033140183,0.202800005674362,0.241500005125999,0.435499995946884
Band_161,215604.0,0.11146272105063362,0.07289940073496054,-0.0024999999441206,0.0098999999463558,0.023700000718236,0.097000002861023,0.238600000739098,0.282499998807907,0.496899992227554
Band_162,215604.0,0.11815160344310852,0.07676371516586787,0.00179999996908,0.0094999996945262,0.0253999996930361,0.103299997746944,0.251899987459183,0.297600001096725,0.519599974155426
Band_163,215604.0,0.12534983536982766,0.07902618699456355,0.0023000000510364,0.0116999996826053,0.0293000005185604,0.110600002110004,0.262699991464615,0.309500008821487,0.544300019741058
Band_164,215604.0,0.12321405217715653,0.07790901421164431,0.0027999999001622,0.01070300044491892,0.0283000003546476,0.108900003135204,0.258199989795685,0.304100006818771,0.5314000248909
Band_165,215604.0,0.1139666574265582,0.0682180348400795,-0.0010999999940395,0.0132999997586012,0.0300999991595745,0.101300001144409,0.23199999332428,0.272300004959106,0.477200001478195
Band_166,215604.0,0.11670563396034579,0.07089784452433918,-0.0024000001139938,0.0111999996006489,0.0293000005185604,0.104099996387959,0.238900005817413,0.280600011348724,0.497299998998642
Band_167,215604.0,0.13000416925116073,0.07705842025470458,-0.0083999997004866,0.0131000000983477,0.0342000015079975,0.116599999368191,0.262600004673004,0.307599991559982,0.541499972343445
Band_168,215604.0,0.13223282409471915,0.07813933899938882,0.0,0.0122999995946884,0.0342999994754791,0.119000002741814,0.266099989414215,0.311199992895126,0.538699984550476
Band_169,215604.0,0.13428465105279758,0.07749043190794488,0.0032999999821186,0.0135000003501773,0.0364000014960766,0.121500000357628,0.266799986362457,0.310999989509583,0.542400002479553
Band_170,215604.0,0.1282831176897141,0.07381131868243844,0.0035999999381601,0.0127999996766448,0.0344999991357327,0.116200000047684,0.254299998283386,0.29659701347351114,0.517199993133545
Band_171,215604.0,0.12817276816369563,0.07198537942212678,0.0051000001840293,0.0137999998405576,0.0359999984502792,0.116700001060963,0.250900000333786,0.292499989271164,0.513899981975555
Band_172,215604.0,0.1283695205293207,0.07207492570935363,0.003000000026077,0.0135000003501773,0.035414999723434634,0.11710000038147,0.25110000371933,0.292899996042252,0.516799986362457
Band_173,215604.0,0.1331446926028321,0.07346977969285425,0.0037000000011175,0.0147000001743436,0.0377000011503697,0.121899999678135,0.258100003004074,0.300999999046326,0.532400012016296
Band_174,215604.0,0.1320348690445268,0.07259350971807632,0.0049000000581145,0.0142000000923872,0.0370999984443188,0.121200002729893,0.255299985408783,0.297500014305115,0.526799976825714
Band_175,215604.0,0.13312196714802377,0.0721039194080803,0.0054000001400709,0.0153000000864267,0.0381999984383583,0.122500002384186,0.255400002002716,0.297399997711182,0.525200009346008
Band_176,215604.0,0.13373068775974148,0.07201486850559571,-0.001300000003539,0.0152000002563,0.0381999984383583,0.123400002717972,0.25560000538826,0.297699987888336,0.52700001001358
Band_177,215604.0,0.1359755426852585,0.07192985507547096,0.0062000001780688,0.0166999995708466,0.0399999991059303,0.125900000333786,0.257600009441376,0.2998969957232478,0.52810001373291
Band_178,215604.0,0.1353855030791263,0.07152638917963383,0.0065000001341104,0.0166999995708466,0.0395000018179417,0.125499993562698,0.256199985742569,0.298000007867813,0.521700024604797
Band_179,215604.0,0.1380251720982271,0.07179235610649722,0.0077999997884035,0.0186999998986721,0.0412999987602234,0.128299996256828,0.259099990129471,0.300799995660782,0.526300013065338
Band_180,215604.0,0.13841118395204557,0.07211228988837719,0.0073000001721084,0.0187999997287989,0.0408999994397163,0.128800004720688,0.259799987077713,0.3018969997763638,0.525699973106384
Band_181,215604.0,0.14053749468290505,0.07195245441051921,0.0082000000402331,0.0204000007361174,0.0428000018000603,0.13120000064373,0.261500000953674,0.303600013256073,0.534099996089935
Band_182,215604.0,0.14084074370771166,0.07168927004869821,0.0071000000461936,0.0209999997168779,0.0428999997675419,0.131949998438358,0.261000007390976,0.302799999713898,0.527400016784668
Band_183,215604.0,0.1420465344206803,0.07098218035430193,0.0087000001221895,0.0225000008940697,0.0443999990820885,0.133699998259544,0.260600000619888,0.3018969997763638,0.527199983596802
Band_184,215604.0,0.14216255452245277,0.07073663185368156,0.0082000000402331,0.0227000005543232,0.0443999990820885,0.134200006723404,0.26010000705719,0.300900012254715,0.527499973773956
Band_185,215604.0,0.1434923188070052,0.07012464995327637,0.0087000001221895,0.024100000038743,0.0461000017821789,0.136000007390976,0.260199993848801,0.301099985837936,0.526799976825714
Band_186,215604.0,0.14325315024489765,0.06964253299593266,0.0082000000402331,0.0240000002086163,0.0458000004291534,0.136399999260902,0.25900000333786,0.299499988555908,0.524900019168854
Band_187,215604.0,0.14330464881063387,0.06832556982958031,0.0086000002920627,0.0254999995231628,0.0472999997437,0.136999994516373,0.256999999284744,0.296900004148483,0.52020001411438
Band_188,215604.0,0.1436261201319759,0.0687177841700446,0.0083999997004866,0.0254999995231628,0.04681499898433703,0.137500002980232,0.257699996232986,0.297600001096725,0.516099989414215
Band_189,215604.0,0.14480404494207888,0.06857816988128553,0.0094999996945262,0.0265999995172024,0.048200000077486,0.138799995183945,0.259099990129471,0.298799991607666,0.512499988079071
Band_190,215604.0,0.14392408630604503,0.06873632267261578,0.0073000001721084,0.0261000003665686,0.0472000017762184,0.137700006365776,0.258500009775162,0.298400014638901,0.513300001621246
Band_191,215604.0,0.14424088840164034,0.06861593797930103,0.0093000000342726,0.0276999995112419,0.0478999987244606,0.137799993157387,0.258799999952316,0.298700004816055,0.516099989414215
Band_192,215604.0,0.1403214008205098,0.06758924713748415,0.0086000002920627,0.0271000005304813,0.0456999987363815,0.1335499957203865,0.2533999979496,0.293300002813339,0.513999998569489
Band_193,215604.0,0.13683223875653966,0.06565583622150396,0.0089999996125698,0.0275999996811152,0.0450000017881393,0.129999995231628,0.246700003743172,0.285800009965897,0.501500010490418
Band_194,215604.0,0.1318064256885847,0.06406518787138284,0.0071999998763203,0.0263999998569489,0.0425000004470348,0.124799996614456,0.239199995994568,0.277200013399124,0.483200013637543
Band_195,215604.0,0.1297165015639552,0.06332400098394372,0.009800000116229,0.0272000003606081,0.0421000011265278,0.12219999730587,0.23589999973774,0.273999989032745,0.482699990272522
Band_196,215604.0,0.12620244524815522,0.06279930240752511,0.0074000000022351,0.0253999996930361,0.0397999994456768,0.118199996650219,0.231600001454353,0.268999993801117,0.48199999332428
Band_197,215604.0,0.12531486292564062,0.062424298119769066,0.0080000003799796,0.0255999993532896,0.0397999994456768,0.116999998688698,0.230199992656708,0.267899990081787,0.485700011253357
Band_198,215604.0,0.12172024918495282,0.06152068092781196,0.0076000001281499,0.023700000718236,0.0379000008106232,0.113200001418591,0.225099995732307,0.2622970139980321,0.475699990987778
Band_199,215604.0,0.11913860693622988,0.060055532602550366,0.0078999996185302,0.0234999991953373,0.0377000011503697,0.110399998724461,0.220400005578995,0.2567999958992,0.471500009298325
Band_200,215604.0,0.1149627024835974,0.059003421024057076,0.0063999998383224,0.0212999992072582,0.0351999998092651,0.106200002133846,0.214599996805191,0.25059700965881315,0.467299997806549
Band_201,215604.0,0.11456245341970062,0.05843354120575291,0.0074999998323619,0.0218000002205372,0.0359000004827976,0.105800002813339,0.213499993085861,0.24940000474453,0.463600009679794
Band_202,215604.0,0.1128664668013547,0.05789688466994975,0.0066999997943639,0.0197999998927116,0.0350000001490116,0.104500003159046,0.211099997162819,0.24669700369238895,0.453399986028671
Band_203,215604.0,0.11263523408693074,0.057468412623432184,0.0066999997943639,0.0199999995529652,0.0355000011622906,0.104400001466274,0.210400000214577,0.245399996638298,0.449999988079071
Band_204,215604.0,0.10904512767461348,0.05659301912450282,0.0063000000081956,0.0182000007480383,0.033500000834465,0.10080000013113,0.205400004982948,0.23989999294281,0.435400009155273
Band_205,215604.0,0.10879914893774119,0.055816781694287915,0.0065000001341104,0.0188999995589256,0.0346000008285046,0.100400000810623,0.204099997878075,0.238299995660782,0.429500013589859
Band_206,215604.0,0.10714848567763081,0.05622873455562501,0.0060999998822808,0.0171000007539988,0.0329000018537045,0.0984999984502792,0.203099995851517,0.237399995326996,0.430200010538101
Band_207,215604.0,0.1101234750109064,0.057802271795006535,0.0068999999202787,0.0178999993950129,0.0342000015079975,0.101099997758865,0.20890000462532,0.244200006127358,0.448900014162064
Band_208,215604.0,0.10906494733594348,0.05833109181093076,0.0065999999642372,0.0167999994009733,0.0329999998211861,0.0996999964118004,0.20890000462532,0.24449699625372895,0.441599994897842
Band_209,215604.0,0.11092903937492048,0.05920817150646116,0.0074000000022351,0.0175000000745058,0.0344999991357327,0.101099997758865,0.212699994444847,0.248799994587898,0.453700006008148
Band_210,215604.0,0.10843822381436749,0.05943126026565226,0.0057000000961124,0.016100000590086,0.032200001180172,0.0982000008225441,0.210700005292893,0.247099995613098,0.446599990129471
Band_211,215604.0,0.10856275304472933,0.05918202018924027,0.0068999999202787,0.0166999995708466,0.0329999998211861,0.0982000008225441,0.210600003600121,0.24719999730587,0.453599989414215
Band_212,215604.0,0.10538102637206906,0.059276789110597625,0.0035999999381601,0.0146000003442168,0.0300999991595745,0.0948999971151352,0.207499995827675,0.244000002741814,0.449000000953674
Band_213,215604.0,0.10577272968873949,0.05876355492610927,0.006800000090152,0.0156999994069338,0.031700000166893,0.0949999988079071,0.207300007343292,0.243699997663498,0.446700006723404
Band_214,215604.0,0.10042432287014207,0.05776500173059382,0.0024000001139938,0.0129000004380941,0.0278999991714954,0.089599996805191,0.200299993157387,0.236000001430511,0.429899990558624
Band_215,215604.0,0.09980625688994584,0.05694642269735509,0.0041000000201165,0.0140000004321337,0.0285999998450279,0.0890000015497208,0.198400005698204,0.233300000429153,0.435099989175797
Band_216,215604.0,0.09583370768204691,0.0572506249597612,0.0010999999940395,0.0109000001102686,0.0243999995291233,0.0851000025868416,0.19480000436306,0.229399994015694,0.43299999833107
Band_217,215604.0,0.0928503274961303,0.05499899092408334,9.99999974737875e-05,0.011400000192225,0.0244999993592501,0.0822999998927116,0.18809999525547,0.221599996089935,0.429100006818771
Band_218,215604.0,0.0868388750091473,0.05602444057406226,-0.0099999997764825,0.0065999999642372,0.0173000004142523,0.0759999975562096,0.183799996972084,0.217399999499321,0.411199986934662
